id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count
id1046492,2,6/30/2016 16:44,6/30/2016 16:53,2
id3401416,2,2/14/2016 8:39,2/14/2016 8:49,1
id1213658,2,5/31/2016 21:15,5/31/2016 21:20,1
id0080798,2,6/20/2016 20:16,6/20/2016 20:26,1
id2403400,2,4/13/2016 11:27,4/13/2016 11:33,2
id3107458,1,6/23/2016 0:09,6/23/2016 0:15,1
id2833082,1,6/14/2016 9:03,6/14/2016 9:49,1
id2584444,1,4/9/2016 18:03,4/9/2016 18:11,2
id2523325,2,5/25/2016 13:42,5/25/2016 13:46,1
id3658881,2,2/23/2016 12:16,2/23/2016 12:51,2
id3084276,2,3/18/2016 19:48,3/18/2016 19:52,6
id1600477,1,5/22/2016 21:58,5/22/2016 22:11,1
id1890300,2,1/13/2016 17:57,1/13/2016 18:07,1
id0757676,1,5/25/2016 8:45,5/25/2016 8:49,1
id1818483,1,5/11/2016 0:42,5/11/2016 0:49,1
id2652837,1,4/19/2016 16:47,4/19/2016 16:54,3
id1456458,2,1/15/2016 18:42,1/15/2016 18:49,1
id2704068,2,3/5/2016 23:39,3/6/2016 0:05,1
id3955115,2,3/24/2016 17:03,3/24/2016 17:08,1
id0635524,2,4/4/2016 14:09,4/4/2016 14:33,1
id0711116,2,1/17/2016 22:47,1/17/2016 22:50,5
id1948930,2,4/23/2016 18:10,4/23/2016 18:15,1
id3480123,1,1/26/2016 17:22,1/26/2016 17:50,1
id2072841,2,6/7/2016 10:20,6/7/2016 10:43,1
id3633511,1,5/9/2016 23:05,5/9/2016 23:17,1
id2827889,1,3/19/2016 19:07,3/19/2016 19:31,2
id0556653,2,5/30/2016 13:33,5/30/2016 13:41,2
id0318778,1,2/17/2016 0:07,2/17/2016 0:50,1
id1922478,2,4/5/2016 13:18,4/5/2016 13:25,1
id1340693,1,1/8/2016 11:54,1/8/2016 11:58,1
id0461973,2,2/11/2016 12:08,2/11/2016 12:46,1
id1374613,1,4/20/2016 21:31,4/20/2016 21:53,1
id0620947,1,6/4/2016 17:36,6/4/2016 17:46,2
id0871223,1,3/14/2016 7:55,3/14/2016 8:08,1
id3631567,1,5/29/2016 1:20,5/29/2016 1:41,2
id0931156,1,6/21/2016 8:22,6/21/2016 8:36,1
id3307673,2,3/22/2016 6:31,3/22/2016 6:37,5
id1203658,2,5/21/2016 14:26,5/21/2016 14:45,1
id2695306,1,5/1/2016 2:12,5/1/2016 2:15,1
id0825711,2,6/27/2016 22:39,6/27/2016 22:52,1
id0606164,1,3/27/2016 20:05,3/27/2016 20:32,1
id0047550,1,5/17/2016 17:10,5/17/2016 17:33,1
id3770788,2,3/18/2016 19:52,3/18/2016 19:56,1
id0767781,1,5/9/2016 7:19,5/9/2016 7:28,1
id1179349,1,4/11/2016 9:31,4/11/2016 9:47,2
id0560934,1,6/13/2016 14:32,6/13/2016 15:04,1
id0972813,2,6/10/2016 9:22,6/10/2016 9:45,1
id1201454,2,1/3/2016 12:20,1/3/2016 12:23,1
id0744544,1,1/22/2016 22:44,1/22/2016 22:54,1
id0923913,2,6/3/2016 16:22,6/3/2016 16:33,1
id1761032,1,4/22/2016 9:11,4/22/2016 9:44,1
id1554407,2,1/20/2016 18:32,1/20/2016 18:47,2
id2438420,1,4/21/2016 18:59,4/21/2016 19:05,1
id1298927,2,4/3/2016 20:50,4/3/2016 20:58,1
id1256991,2,2/20/2016 0:59,2/20/2016 1:06,1
id0983980,1,6/4/2016 18:24,6/4/2016 18:37,1
id2456902,1,3/29/2016 7:14,3/29/2016 7:27,1
id1714757,1,4/3/2016 23:16,4/3/2016 23:31,4
id1014588,1,5/14/2016 21:52,5/14/2016 22:21,4
id1003405,2,6/2/2016 14:32,6/2/2016 14:46,6
id3885767,1,2/17/2016 17:20,2/17/2016 17:51,2
id2022146,2,1/25/2016 17:51,1/25/2016 18:06,1
id0885168,2,6/2/2016 21:44,6/2/2016 21:59,1
id3027389,1,5/6/2016 19:54,5/6/2016 19:59,1
id2772572,1,6/11/2016 1:32,6/11/2016 1:46,1
id3025140,2,5/27/2016 14:46,5/27/2016 14:50,2
id2862186,2,2/23/2016 8:00,2/23/2016 8:23,2
id1309210,1,1/26/2016 10:50,1/26/2016 11:03,1
id1928326,1,5/1/2016 3:54,5/1/2016 3:58,1
id3697489,1,1/13/2016 13:53,1/13/2016 14:08,1
id1790044,2,6/17/2016 7:47,6/17/2016 7:59,5
id1887303,2,1/5/2016 21:25,1/5/2016 21:35,1
id1978546,2,3/6/2016 14:34,3/6/2016 14:45,1
id1216848,2,4/17/2016 21:37,4/17/2016 21:56,5
id1088749,1,5/16/2016 12:18,5/16/2016 12:33,1
id1043917,2,6/16/2016 20:26,6/16/2016 20:52,1
id3923685,1,2/7/2016 1:50,2/7/2016 2:01,1
id1683694,1,5/7/2016 23:43,5/7/2016 23:50,3
id1715659,2,5/24/2016 20:22,5/24/2016 20:28,3
id0136242,1,1/11/2016 10:58,1/11/2016 11:10,1
id0408653,1,3/10/2016 22:43,3/10/2016 23:07,1
id2995631,2,6/28/2016 18:07,6/28/2016 18:20,1
id2024551,2,2/5/2016 9:33,2/5/2016 9:50,1
id0000967,2,2/27/2016 15:30,2/27/2016 15:35,1
id2674024,1,3/26/2016 14:43,3/26/2016 15:07,2
id2062480,2,2/4/2016 20:38,2/4/2016 21:10,1
id2039685,1,3/21/2016 22:02,3/21/2016 22:10,1
id1816342,2,1/19/2016 17:56,1/19/2016 18:11,1
id1537510,2,3/26/2016 8:19,3/26/2016 8:31,5
id3382236,2,1/23/2016 10:38,1/23/2016 10:44,5
id0984462,1,3/9/2016 14:47,3/9/2016 14:56,1
id3041176,2,5/13/2016 1:30,5/13/2016 1:42,2
id3358294,2,2/23/2016 16:35,2/23/2016 17:02,1
id0129235,1,3/5/2016 13:05,3/5/2016 13:16,2
id0965422,2,6/16/2016 17:05,6/16/2016 17:12,2
id0183040,2,6/4/2016 23:41,6/4/2016 23:50,2
id2699058,1,3/24/2016 19:42,3/24/2016 19:54,1
id3967576,1,4/7/2016 4:09,4/7/2016 4:17,1
id1497574,2,3/1/2016 18:42,3/1/2016 18:46,6
id3147615,2,5/10/2016 16:57,5/10/2016 17:04,3
id3765697,2,2/16/2016 19:57,2/16/2016 20:09,2
id3461680,2,6/1/2016 12:03,6/1/2016 12:36,1
id3855917,2,5/15/2016 1:15,5/15/2016 1:24,1
id1920009,1,3/7/2016 18:56,3/7/2016 19:14,1
id3581820,2,6/26/2016 1:28,6/26/2016 1:38,1
id3769681,1,3/18/2016 21:38,3/18/2016 21:46,2
id1122575,1,2/19/2016 11:26,2/19/2016 11:28,3
id3834849,1,4/26/2016 12:34,4/26/2016 12:43,1
id0498324,1,6/5/2016 15:19,6/5/2016 15:31,1
id2587992,1,6/15/2016 18:34,6/15/2016 19:15,1
id0801359,2,4/23/2016 23:31,4/23/2016 23:55,1
id2735670,2,1/30/2016 19:30,1/30/2016 19:33,6
id2941300,2,1/21/2016 7:27,1/21/2016 7:34,1
id3775412,2,2/22/2016 21:35,2/22/2016 21:40,1
id3452332,2,6/6/2016 18:59,6/6/2016 19:10,1
id2598729,2,3/5/2016 17:47,3/5/2016 17:51,1
id2762003,2,5/1/2016 11:22,5/1/2016 11:32,5
id3602048,1,1/2/2016 9:05,1/2/2016 9:21,1
id0159709,2,4/17/2016 8:42,4/17/2016 8:46,1
id0571618,1,5/30/2016 13:08,5/30/2016 13:15,2
id1454947,1,6/4/2016 23:43,6/4/2016 23:51,1
id1447105,1,2/1/2016 14:43,2/1/2016 14:52,1
id3914400,2,3/30/2016 8:31,3/30/2016 8:38,5
id2824917,2,6/30/2016 18:23,6/30/2016 18:33,6
id1922839,2,2/3/2016 18:49,2/3/2016 18:52,5
id1517243,2,4/28/2016 19:34,4/28/2016 19:52,1
id3066170,1,1/15/2016 14:54,1/15/2016 14:59,1
id1169619,1,4/18/2016 15:03,4/18/2016 15:20,4
id0944696,2,6/20/2016 17:25,6/20/2016 17:34,5
id2047925,1,6/22/2016 15:52,6/22/2016 16:16,1
id3471092,2,3/17/2016 18:12,3/17/2016 18:37,6
id1766678,1,1/10/2016 0:01,1/10/2016 0:11,1
id2018005,2,4/17/2016 1:44,4/17/2016 2:24,1
id0770935,2,6/2/2016 18:55,6/2/2016 19:01,2
id1437834,2,5/3/2016 10:28,5/3/2016 11:17,2
id2432732,2,1/11/2016 14:24,1/11/2016 14:29,1
id3077475,2,4/9/2016 18:27,4/9/2016 18:32,1
id3263580,2,5/21/2016 12:46,5/21/2016 12:46,2
id2590470,2,6/7/2016 11:40,6/7/2016 12:05,2
id3817092,1,3/20/2016 22:11,3/20/2016 22:28,1
id3918159,1,3/21/2016 17:43,3/21/2016 17:53,1
id1026973,1,6/25/2016 21:53,6/25/2016 22:05,1
id0972338,1,4/28/2016 8:47,4/28/2016 8:50,2
id0831844,1,4/16/2016 17:45,4/16/2016 17:52,1
id3964626,2,4/3/2016 13:16,4/3/2016 13:54,1
id2386155,2,1/24/2016 12:42,1/24/2016 12:54,1
id1272729,2,4/24/2016 1:59,4/24/2016 2:10,5
id2576834,2,6/2/2016 20:47,6/2/2016 21:03,1
id2730154,2,3/29/2016 22:39,3/29/2016 22:40,5
id1872397,1,6/5/2016 11:44,6/5/2016 11:56,1
id3223960,1,2/2/2016 19:37,2/2/2016 19:54,1
id1911726,1,5/17/2016 0:20,5/17/2016 0:30,1
id1160246,1,5/14/2016 3:56,5/14/2016 4:00,1
id2061313,2,5/21/2016 12:55,5/21/2016 13:07,1
id3308583,2,3/4/2016 11:34,3/4/2016 12:01,1
id1458308,2,3/23/2016 7:36,3/23/2016 7:53,1
id2029339,2,1/22/2016 14:13,1/22/2016 15:15,1
id3995989,2,4/22/2016 21:47,4/22/2016 22:00,2
id0533499,2,6/24/2016 11:26,6/24/2016 11:41,1
id3779756,1,6/12/2016 16:07,6/12/2016 16:40,1
id2768742,2,1/28/2016 6:44,1/28/2016 6:59,1
id2425126,2,1/10/2016 19:44,1/10/2016 19:54,1
id1676102,1,1/19/2016 20:41,1/19/2016 20:46,1
id2243401,1,3/30/2016 7:07,3/30/2016 7:25,1
id0835080,2,4/9/2016 13:10,4/9/2016 13:25,2
id3140569,2,3/18/2016 0:07,3/18/2016 0:21,2
id2448137,2,3/11/2016 23:57,3/12/2016 0:08,1
id3250285,2,1/11/2016 6:51,1/11/2016 6:58,1
id0941676,1,4/26/2016 21:23,4/26/2016 21:33,1
id0819471,2,2/11/2016 21:53,2/11/2016 22:04,5
id1053165,2,3/9/2016 15:50,3/9/2016 15:58,1
id2067435,1,3/26/2016 19:26,3/26/2016 19:43,1
id0048064,2,3/18/2016 8:48,3/18/2016 9:03,4
id3076182,1,6/19/2016 1:41,6/19/2016 1:53,1
id2624983,2,3/21/2016 15:11,3/21/2016 15:16,6
id3211344,1,1/16/2016 2:13,1/16/2016 2:16,1
id0447228,2,3/16/2016 12:14,3/16/2016 12:19,1
id2804134,1,4/17/2016 10:12,4/17/2016 10:15,1
id0780314,1,4/1/2016 19:24,4/1/2016 19:26,1
id2300050,1,3/8/2016 19:05,3/8/2016 19:38,2
id0632183,1,2/10/2016 20:12,2/10/2016 20:19,1
id3739543,1,3/17/2016 6:26,3/17/2016 6:33,1
id2401419,2,3/4/2016 21:35,3/4/2016 21:44,2
id2987313,2,1/1/2016 9:47,1/1/2016 9:49,1
id1804145,1,2/27/2016 16:37,2/27/2016 16:53,1
id2377925,2,6/12/2016 1:24,6/12/2016 1:33,1
id3560802,2,2/12/2016 15:14,2/12/2016 15:24,2
id0183870,2,3/2/2016 10:07,3/2/2016 10:13,1
id1757289,1,6/17/2016 20:17,6/17/2016 20:35,1
id1056653,2,1/19/2016 9:41,1/19/2016 9:58,1
id0326349,1,4/25/2016 8:19,4/25/2016 8:38,1
id1859727,2,2/9/2016 7:35,2/9/2016 7:42,1
id0769422,1,2/4/2016 22:12,2/4/2016 22:30,1
id2800526,2,2/5/2016 12:31,2/5/2016 12:38,1
id0904672,2,2/21/2016 18:21,2/21/2016 18:31,1
id0060684,2,1/11/2016 9:11,1/11/2016 9:21,6
id3712759,2,4/21/2016 6:53,4/21/2016 7:04,2
id1853128,1,1/13/2016 18:38,1/13/2016 18:46,1
id3675063,2,5/8/2016 15:30,5/8/2016 15:39,1
id0234320,2,6/9/2016 14:53,6/9/2016 15:22,2
id3969005,1,3/8/2016 10:03,3/8/2016 10:12,1
id2528829,1,6/12/2016 16:41,6/12/2016 16:52,1
id0599523,1,3/27/2016 18:21,3/27/2016 18:35,4
id2503542,1,6/1/2016 20:17,6/1/2016 20:32,1
id2663024,1,5/4/2016 14:55,5/4/2016 15:05,3
id2694422,2,6/22/2016 5:48,6/22/2016 6:04,6
id1976927,1,5/9/2016 8:41,5/9/2016 9:02,1
id0843100,1,1/27/2016 17:02,1/27/2016 17:13,1
id3151483,1,6/2/2016 12:36,6/2/2016 12:46,2
id1085643,1,4/7/2016 7:48,4/7/2016 7:57,1
id2388028,2,1/20/2016 19:36,1/20/2016 19:56,2
id3128481,2,2/21/2016 2:22,2/21/2016 2:45,1
id3137071,1,4/11/2016 9:20,4/11/2016 9:32,1
id0283582,2,5/16/2016 16:07,5/16/2016 16:15,1
id2351647,1,5/20/2016 18:54,5/20/2016 19:04,1
id2342055,2,3/16/2016 20:08,3/16/2016 20:24,2
id3207287,2,4/29/2016 9:05,4/29/2016 9:11,1
id3137021,1,1/18/2016 11:44,1/18/2016 11:48,1
id0059372,1,2/25/2016 17:23,2/25/2016 17:29,1
id1009360,2,1/14/2016 15:08,1/14/2016 15:12,1
id0866826,2,1/13/2016 11:33,1/13/2016 11:34,2
id3203355,2,6/15/2016 18:23,6/15/2016 18:31,5
id3796995,2,5/19/2016 18:06,5/19/2016 18:11,1
id2370080,2,5/17/2016 8:04,5/17/2016 8:11,3
id2892400,1,3/3/2016 7:45,3/3/2016 7:52,1
id2051212,2,1/22/2016 9:04,1/22/2016 9:15,1
id1678366,1,6/28/2016 17:55,6/28/2016 18:30,1
id0862941,2,1/11/2016 18:06,1/11/2016 18:12,1
id0469159,2,2/23/2016 18:57,2/23/2016 19:04,5
id1946987,2,6/5/2016 23:34,6/5/2016 23:56,2
id0098171,2,1/21/2016 10:29,1/21/2016 10:38,1
id3451821,2,3/18/2016 20:21,3/18/2016 20:33,1
id2573202,1,2/11/2016 22:22,2/11/2016 22:31,2
id3340409,2,1/27/2016 6:38,1/27/2016 6:52,1
id3591396,2,3/27/2016 22:46,3/27/2016 22:55,2
id1864783,2,5/6/2016 18:59,5/6/2016 19:39,2
id1201558,1,6/5/2016 18:07,6/5/2016 18:11,1
id1462654,1,2/14/2016 17:29,2/14/2016 17:35,1
id0047649,1,6/6/2016 21:04,6/6/2016 21:32,4
id0005214,2,3/26/2016 21:39,3/26/2016 21:52,2
id3878193,2,2/7/2016 0:56,2/7/2016 1:04,5
id2553871,1,5/1/2016 18:40,5/1/2016 18:45,1
id1527619,1,1/1/2016 3:20,1/1/2016 3:43,1
id3813398,1,3/22/2016 22:35,3/22/2016 22:41,1
id0112070,2,4/30/2016 22:03,4/30/2016 22:06,2
id0054578,1,6/8/2016 21:42,6/8/2016 21:52,1
id3570508,1,3/15/2016 10:21,3/15/2016 10:41,2
id2952272,2,4/27/2016 9:28,4/27/2016 9:42,1
id3413393,2,1/25/2016 21:40,1/25/2016 21:46,1
id0823435,2,3/19/2016 1:20,3/19/2016 1:37,1
id0606104,2,6/24/2016 1:03,6/24/2016 1:15,6
id2814984,1,6/2/2016 16:48,6/2/2016 16:58,1
id3878816,2,4/17/2016 2:25,4/17/2016 2:34,5
id1942347,1,1/4/2016 18:17,1/4/2016 18:22,1
id1207558,1,5/12/2016 21:55,5/12/2016 22:21,1
id2019893,2,4/26/2016 6:11,4/26/2016 6:17,3
id2575446,1,6/19/2016 9:55,6/19/2016 10:03,2
id0394946,1,3/16/2016 23:06,3/16/2016 23:16,1
id1868530,1,5/20/2016 19:01,5/20/2016 19:23,1
id2087588,2,5/3/2016 18:50,5/3/2016 19:03,5
id0731416,2,6/16/2016 11:11,6/16/2016 11:40,1
id3133710,1,3/19/2016 22:09,3/19/2016 22:13,1
id0382926,2,5/26/2016 19:22,5/26/2016 19:34,1
id1632403,1,6/21/2016 22:22,6/21/2016 22:26,1
id1507942,1,1/10/2016 17:54,1/10/2016 18:07,1
id1751730,1,5/29/2016 21:37,5/29/2016 21:59,1
id2969048,1,3/15/2016 22:56,3/15/2016 23:01,2
id3044235,2,3/19/2016 21:09,3/19/2016 21:18,1
id3105039,2,3/24/2016 18:30,3/24/2016 18:32,2
id2299069,2,4/8/2016 0:26,4/8/2016 0:35,4
id1772192,1,3/20/2016 19:25,3/20/2016 20:01,1
id3579210,2,1/25/2016 21:05,1/25/2016 22:01,1
id2470556,2,6/25/2016 11:01,6/25/2016 11:18,1
id3660750,2,6/16/2016 14:10,6/16/2016 14:15,1
id0627179,2,2/5/2016 5:48,2/5/2016 5:56,6
id2743455,2,3/17/2016 20:33,3/17/2016 20:40,2
id3481094,1,4/18/2016 17:23,4/18/2016 17:27,1
id1240888,1,2/19/2016 12:29,2/19/2016 12:40,1
id1850357,2,3/13/2016 19:38,3/13/2016 19:52,1
id1282615,2,5/1/2016 11:49,5/1/2016 11:54,2
id3600299,1,1/18/2016 15:52,1/18/2016 16:01,3
id0015493,1,6/12/2016 5:11,6/12/2016 5:52,1
id0671052,1,4/24/2016 0:19,4/24/2016 0:25,2
id0702699,2,1/4/2016 21:09,1/4/2016 21:19,1
id0862403,2,4/8/2016 7:05,4/8/2016 7:19,1
id1442956,2,1/12/2016 9:07,1/12/2016 9:30,5
id1859156,1,2/17/2016 0:54,2/17/2016 1:36,3
id1774111,1,6/16/2016 8:38,6/16/2016 8:45,1
id1333989,1,4/11/2016 10:59,4/11/2016 11:05,1
id3812910,2,5/25/2016 13:50,5/25/2016 13:59,1
id3740726,1,5/20/2016 10:53,5/20/2016 11:15,2
id3030554,1,1/26/2016 2:01,1/26/2016 2:24,1
id2891699,2,3/17/2016 11:51,3/17/2016 12:09,5
id3498529,1,2/24/2016 16:25,2/24/2016 16:30,1
id0244668,1,2/13/2016 21:41,2/13/2016 21:53,4
id1963642,1,3/29/2016 14:46,3/29/2016 15:06,1
id1913200,1,4/26/2016 8:25,4/26/2016 8:52,1
id3877674,1,2/9/2016 20:42,2/9/2016 21:06,1
id3892641,1,5/9/2016 20:18,5/9/2016 20:26,1
id2287030,2,4/2/2016 0:00,4/2/2016 0:03,2
id0838992,2,3/21/2016 12:58,3/21/2016 13:06,1
id2551093,1,5/8/2016 10:59,5/8/2016 11:07,1
id0721660,1,2/29/2016 21:32,2/29/2016 21:37,1
id3039752,1,4/14/2016 15:08,4/14/2016 15:56,1
id3808632,1,2/5/2016 3:41,2/5/2016 3:59,1
id3921267,2,4/14/2016 23:10,4/14/2016 23:24,1
id1723554,2,6/14/2016 7:46,6/14/2016 8:11,1
id3431423,1,4/12/2016 15:11,4/12/2016 15:48,1
id0057906,1,3/18/2016 22:54,3/18/2016 23:06,1
id3003058,1,5/8/2016 2:32,5/8/2016 3:07,1
id3447978,2,5/16/2016 2:14,5/16/2016 2:35,1
id0292522,1,5/2/2016 11:09,5/2/2016 11:12,1
id0874521,2,5/1/2016 15:08,5/1/2016 15:20,5
id1281190,1,2/8/2016 19:05,2/8/2016 19:10,1
id0097914,1,4/10/2016 1:19,4/10/2016 1:23,1
id0824172,2,6/2/2016 14:21,6/2/2016 14:33,1
id2878643,1,6/14/2016 14:22,6/14/2016 14:29,1
id2048446,1,5/27/2016 23:10,5/27/2016 23:17,1
id1409321,2,2/3/2016 14:53,2/3/2016 14:59,5
id3175157,2,5/9/2016 1:47,5/9/2016 2:16,1
id3194388,1,6/2/2016 6:12,6/2/2016 6:19,1
id0822165,2,5/7/2016 14:08,5/7/2016 14:17,6
id3613138,1,2/7/2016 19:11,2/7/2016 19:22,2
id3647586,1,2/9/2016 14:19,2/9/2016 14:24,2
id2063770,2,2/24/2016 21:27,2/24/2016 21:37,1
id3922970,2,4/22/2016 18:23,4/22/2016 18:29,1
id1211472,1,5/12/2016 14:11,5/12/2016 15:03,1
id1649629,1,1/2/2016 11:52,1/2/2016 11:58,1
id2449460,1,2/4/2016 23:28,2/4/2016 23:37,1
id2585409,2,4/6/2016 11:23,4/6/2016 11:37,3
id0382265,1,2/2/2016 21:39,2/2/2016 21:47,1
id3890985,2,6/2/2016 10:46,6/2/2016 11:14,2
id3294103,2,6/7/2016 19:46,6/7/2016 19:52,1
id3015936,2,4/8/2016 11:42,4/8/2016 12:05,1
id1241025,2,6/6/2016 10:28,6/6/2016 10:54,1
id0827964,1,4/17/2016 14:13,4/17/2016 14:31,1
id3977623,1,1/15/2016 15:08,1/15/2016 15:23,1
id1905877,1,4/15/2016 22:22,4/15/2016 22:27,2
id3963944,2,3/7/2016 19:16,3/7/2016 19:20,6
id2522484,2,5/7/2016 17:49,5/7/2016 17:59,4
id0438249,2,2/24/2016 7:45,2/24/2016 8:17,2
id1963796,2,4/27/2016 9:29,4/27/2016 9:40,1
id0627431,1,3/26/2016 17:02,3/26/2016 17:13,1
id2306610,1,2/25/2016 17:08,2/25/2016 17:11,1
id1266110,1,3/8/2016 14:00,3/8/2016 14:10,1
id1739324,2,1/12/2016 19:29,1/12/2016 19:42,5
id1033335,1,3/9/2016 22:00,3/9/2016 22:12,1
id0940927,2,6/23/2016 12:37,6/23/2016 13:08,5
id3273389,1,5/1/2016 7:18,5/1/2016 7:30,3
id3787692,2,5/24/2016 10:50,5/24/2016 11:00,6
id1345342,1,5/22/2016 0:17,5/22/2016 0:33,2
id0601012,2,1/22/2016 22:20,1/22/2016 22:30,2
id0631822,2,5/17/2016 14:17,5/17/2016 15:26,1
id1707647,2,2/13/2016 19:07,2/13/2016 19:11,1
id1591402,2,2/24/2016 11:37,2/24/2016 11:43,6
